Date,Correlation_20D,Correlation_30D,Correlation_60D
2025-03-21,0.7098995008986726,0.600495175435406,
2025-03-24,0.6885157964068283,0.575300426506292,
2025-03-25,0.7162751039655066,0.5774882416343344,
2025-03-26,0.7161485754404677,0.5766837448596235,0.4940876129594559
2025-03-27,0.6544118755908058,0.5538086382095849,0.48611931997783453
2025-03-28,0.656758274091487,0.560608847980999,0.4913396177891471
2025-03-31,0.679801543701949,0.5935641203906424,0.5118307720086334
2025-04-01,0.6643056995115694,0.5983923951684041,0.5058715228030883
2025-04-02,0.6363942937802594,0.5886102930104384,0.49459408774326813
2025-04-03,0.7187149635276049,0.6691018760717992,0.5692052679064302
2025-04-04,0.8677547829030441,0.8471847233865294,0.7223600554615865
2025-04-07,0.8746419391872096,0.8617050578486322,0.7486069343922375
2025-04-08,0.9070795523401598,0.8759662396227417,0.7578297167203939
2025-04-09,0.9124491095079881,0.8814663958807701,0.7612558028675416
2025-04-10,0.9379270561486052,0.9065627656841542,0.8050041797798799
2025-04-11,0.9341332278875002,0.9049874361458083,0.8023888956004052
2025-04-14,0.9428846297542729,0.9096388042149259,0.8080151592690685
2025-04-15,0.9547023554545926,0.9103036742939566,0.8085865869528789
2025-04-16,0.9550162628729627,0.9152178400464213,0.8087042610673568
2025-04-17,0.9550691479672404,0.9150995169719168,0.8085514982899165
2025-04-22,0.9432734269184768,0.9054562289691485,0.8058964899515206
2025-04-23,0.9502950767963317,0.9071626524288797,0.8077783698121832
2025-04-24,0.9500880016266877,0.922066292790735,0.8090975437104949
2025-04-25,0.9508576452029279,0.9249099751945152,0.8305266268689143
2025-04-28,0.9619975445698806,0.9274889371403943,0.8402788906222574
2025-04-29,0.9597037957671747,0.9238083463027529,0.8458924382279221
2025-04-30,0.9585079005347841,0.9286770473411332,0.845625263892048
2025-05-01,0.9575931354616964,0.9350712675461559,0.845959283355248
2025-05-02,0.9289214968099037,0.909545454291626,0.8255917068768942
2025-05-05,0.9252755348301945,0.909326330610338,0.8227078114628742
2025-05-06,0.866275858949307,0.9103687375170251,0.8235344229802485
2025-05-07,0.8172289288215281,0.9100422847279713,0.8216253761159641
2025-05-08,0.7536129964990744,0.8855998741264582,0.8032805492631788
2025-05-09,0.6692318758888997,0.8820846263442028,0.8118478914068556
2025-05-12,0.3324675194711767,0.892719622596543,0.8154136228040245
2025-05-13,0.3212322325032027,0.8925907787711868,0.8164231809182528
2025-05-14,0.2127164485044289,0.8831181749700816,0.810885770250899
2025-05-15,0.36693712027972863,0.870838658249457,0.8013341111644636
2025-05-16,0.3346002083133449,0.8652094612092046,0.7981840778477703
2025-05-19,0.30387829846240294,0.8566590561967472,0.7986565070075035
2025-05-20,0.32086096672508196,0.7658505606340009,0.8152073845844707
2025-05-21,0.21831627305624907,0.7257915686777622,0.8193106771656865
2025-05-22,0.11915534603577553,0.6771075849293618,0.8145048038910672
2025-05-23,0.1170520003034728,0.6249024904013394,0.815532586968389
2025-05-26,0.13163240562900885,0.39005187510951533,0.814522984406797
2025-05-27,0.15220549977048603,0.39199548631171244,0.8149423676038434
2025-05-28,0.1768586087009893,0.32371153905668665,0.8054827502766533
2025-05-29,0.13576534647243163,0.29792007255883846,0.8033157306140983
2025-05-30,0.2498090140174873,0.2914359013164087,0.8052159892498109
2025-06-02,0.25266324896108144,0.2876711781211167,0.8044103905508958
2025-06-03,0.21180503586147395,0.2762701345327417,0.8043761363482625
2025-06-04,0.2031336621830945,0.18600798711666933,0.7979310311004582
2025-06-05,0.324384615619151,0.19510113644462837,0.8063890125990656
2025-06-06,0.33485740770705225,0.16847471212046858,0.8075880924010879
2025-06-09,0.27131207556020365,0.1738266459573918,0.8106503789535985
2025-06-10,0.20785736330934457,0.18305330254993685,0.8016202133849885
2025-06-11,0.2406539249944002,0.181751100803401,0.8046652459975735
2025-06-12,0.01816095055604962,0.1359620053035803,0.8102342752353735
2025-06-13,0.0009197669475511043,0.26579363774646886,0.8089441548942757
2025-06-16,-0.02283208401135419,0.2655126454413658,0.8079358155899574
2025-06-17,-0.00632133575768541,0.22828546894169235,0.8099000256815214
2025-06-18,0.04678257459204073,0.2340200184797161,0.8134612522577357
2025-06-19,0.518290995716017,0.42656044845435825,0.816510882285407
2025-06-20,0.5606492574855272,0.42632211237609435,0.8166038728985181
2025-06-23,0.6042955963620369,0.39117391158019726,0.8239397968950803
2025-06-24,0.6430807198522668,0.41248931559006635,0.8232612270010636
2025-06-25,0.6655149889747667,0.4267397193501132,0.8189169295336136
2025-06-26,0.6905375402182653,0.37882031397440974,0.819440575605067
2025-06-27,0.6328041305884438,0.3703675892832004,0.8176704585507645
2025-06-30,0.630757856897418,0.38126994279302767,0.8080020068037362
2025-07-01,0.5253297279881303,0.3200498925553454,0.7054667528728621
2025-07-02,0.4495267025941687,0.282980158179257,0.6654938630364496
2025-07-03,0.570410647513677,0.5116443589106404,0.6514685739776892
2025-07-04,0.5815215070969387,0.5311261874667883,0.6240567920109399
2025-07-07,0.5843943842577908,0.5356764355459992,0.46641469298452726
2025-07-08,0.625499106058841,0.532604397534736,0.4699623438823836
2025-07-09,0.6233469569694589,0.5621108458514055,0.4218062129162742
2025-07-10,0.6200467887327125,0.559324660733356,0.4038408299247948
2025-07-11,0.6071969840445549,0.5460265868814377,0.39993499714140124
2025-07-14,0.6335726460858893,0.568351368822053,0.4041786732514286
2025-07-15,0.5992468952565506,0.5462379167094492,0.39429306054460467
2025-07-16,0.5102452282264788,0.47766661054015874,0.3204765057748974
2025-07-17,0.38450979008570546,0.48123298182255897,0.322937434705069
2025-07-18,0.3407725729767762,0.45030841515644915,0.2985701110617061
2025-07-21,0.30828221103533665,0.4506630326472873,0.29898577597711423
2025-07-22,0.3242178160891592,0.49101951953839446,0.3177869083811347
2025-07-23,0.3412791971450449,0.4903428689511578,0.318274157569251
2025-07-24,0.3339803209135461,0.49534132887495796,0.3031961785688692
2025-07-25,0.3494688334736444,0.4934477804573585,0.36739059358049564
2025-07-28,0.32105936691827247,0.4731316643238987,0.3524067706677428
2025-07-29,0.3661312392140306,0.44205343544023096,0.31845145929537827
2025-07-30,0.3907420003554665,0.43244106039796876,0.31511163642823453
2025-07-31,0.03886900644181903,0.2745330151480498,0.34342051721392347
2025-08-01,0.10436101727517956,0.3152676852158048,0.3480106603513906
2025-08-04,0.17273442328264366,0.3247973355777447,0.3396844925468055
2025-08-05,0.16910890942106332,0.30137909073687097,0.33308862135663525
2025-08-06,0.1655577099440336,0.30971234348479115,0.34612497628476263
2025-08-07,0.24562546559658108,0.328273987723905,0.3400059666216497
2025-08-08,0.14501083571127732,0.25677044800284315,0.29810834224831423
2025-08-11,0.09210024076704826,0.2521742599879016,0.2992295514773552
2025-08-12,0.11078756204945304,0.30201427085959165,0.30193175373605635
2025-08-13,0.18706923735792708,0.31350077744569177,0.30273592202741095
2025-08-14,0.16866949306837722,0.1765993387196426,0.3480607996076907
2025-08-15,0.2084469661376077,0.158090036738722,0.34782623378194955
2025-08-18,0.22090948420746143,0.1734276115431158,0.3540105280283233
2025-08-19,0.18510372448263865,0.1631505371077554,0.34631376921276696
2025-08-20,0.17406353378616565,0.16268111218220765,0.35577752995996187
2025-08-21,0.16755535099641838,0.16628505884433833,0.3622910187002268
2025-08-22,0.15064275990215362,0.16642669581253794,0.3531256528481342
2025-08-25,0.18159067430666662,0.12163112735058308,0.3531507273780015
2025-08-26,0.3967276145552874,0.2633826225609922,0.40485673573667214
2025-08-27,0.41070018761443106,0.3391921702067605,0.41031323130250286
2025-08-28,0.45743407014197973,0.315815999484308,0.4082455862029398
2025-08-29,0.5284661128452386,0.3539798492832823,0.4127436129333059
2025-09-01,0.48391232332615763,0.34533352137765166,0.4120917760354711
2025-09-02,0.49248847511020993,0.4062567422912683,0.4556223427010271
2025-09-03,0.47519046986593494,0.3934773093541967,0.4509356568190703
2025-09-04,0.5381590275032373,0.4509504441285412,0.47935351390369324
2025-09-05,0.6099349496785756,0.42485476048473797,0.4688584876135551
2025-09-08,0.6253829703985325,0.45107430277681027,0.47173237980070065
2025-09-09,0.5426067554474376,0.4453770312576219,0.4507588293129923
2025-09-10,0.5196581051565481,0.4265981473498935,0.43638560117048314
2025-09-11,0.5409149208721048,0.48267824721799696,0.4078159652758746
2025-09-12,0.53802815501801,0.4830020761928476,0.4049339951651898
2025-09-15,0.5210128921137074,0.4469853161534324,0.39495997193627286
2025-09-16,0.5746521972680882,0.48497651349215487,0.41077072337055576
2025-09-17,0.5654138865689394,0.48162108074422333,0.41285196249813577
2025-09-18,0.5792058758983806,0.46311962409047613,0.4121353655355941
2025-09-19,0.5989454714425232,0.541973328054503,0.4211081720067075
2025-09-22,0.5714739039938705,0.5247912928768229,0.40965641648803214
2025-09-23,0.5227763177591677,0.5244419629294195,0.43228616580882157
2025-09-24,0.5292070640913786,0.5373565682699234,0.4508316656980962
2025-09-25,0.5268152836083059,0.5318735388392541,0.4016259918242758
2025-09-26,0.5080129527154007,0.5380145204325304,0.3935922800925259
2025-09-29,0.5145240568406172,0.5337986400259951,0.3923761505496144
2025-09-30,0.529369600012217,0.5513284090001316,0.3980596362065302
2025-10-01,0.5429126941025696,0.5470747217481247,0.3975504434145691
2025-10-02,0.47825591150348157,0.5383270256794294,0.39412195253254834
2025-10-03,0.49168300156524264,0.5601070753476695,0.4026630372654199
2025-10-06,0.4889540450309512,0.5595676937510424,0.3877711067317663
2025-10-07,0.5623263332096406,0.507986941469734,0.39357325090283224
2025-10-08,0.5998375348483383,0.4979768881738946,0.42005407701040026
2025-10-09,0.5660983584855773,0.49551435967842367,0.4129449562832703
2025-10-10,0.5374938909319799,0.48837812669999636,0.4272998656675573
2025-10-13,0.5965342769038965,0.5076194955806107,0.436122994388869
2025-10-14,0.5125612727696068,0.4962696548478811,0.41744448062723993
2025-10-15,0.5221189770950617,0.5043587569919699,0.4158565971192945
2025-10-16,0.464371636225032,0.4418805397821858,0.4107933683783293
2025-10-17,0.5074003663811407,0.5130215062757006,0.4288687011000678
2025-10-20,0.553598708190124,0.5161101753423668,0.4459815732118185
2025-10-21,0.538092183873958,0.5607804729749771,0.46272670021890877
2025-10-22,0.5447520629302864,0.5988527778430294,0.4795090553792259
2025-10-23,0.5410914632596076,0.5898228908936967,0.5017917711824662
2025-10-24,0.5509340844195836,0.5873577790346414,0.5186213752717319
2025-10-27,0.513868265622114,0.5743470427468765,0.4958865668605963
2025-10-28,0.49136186008607063,0.522633489501509,0.4926691799260219
2025-10-29,0.48975881071642047,0.5285444714684716,0.4913252721240659
2025-10-30,0.4646276607625988,0.4869344241694123,0.4645636187780839
2025-10-31,0.4509952442153821,0.42884387743204566,0.49929655616444024
2025-11-03,0.45534305564672467,0.4572569963260563,0.5015079992505866
2025-11-04,0.5035900274778319,0.4928428013008433,0.5117361996639157
2025-11-05,0.515151075191338,0.4842868114342048,0.5150957714551714
2025-11-06,0.6145153389363497,0.5761225944338239,0.5417126726906368
2025-11-07,0.6225653173033153,0.572660752896413,0.5417679794778817
2025-11-10,0.6402146431853081,0.6054038648426922,0.555774065911175
2025-11-11,0.6252420494948024,0.5667893057254895,0.5458150431590622
2025-11-12,0.628461692944685,0.5709350274023075,0.5469664517915448
2025-11-13,0.6283132998499391,0.5677785972508151,0.5437765237929729
2025-11-14,0.6015909471726044,0.5682969582551864,0.5573124766170925
2025-11-17,0.6043788020162977,0.5721556905271329,0.5605809970925316
2025-11-18,0.6235728109291993,0.5841593972981122,0.546835208054852
2025-11-19,0.6003279391056441,0.5932915439391865,0.5460409842295064
2025-11-20,0.5361044391507361,0.5599426812718382,0.5273214543625576
2025-11-21,0.5409979888839098,0.560863717581433,0.5200784853012779
2025-11-24,0.5329630554163589,0.5126935981007074,0.5059196965022192
2025-11-25,0.45337234873939586,0.49446467373113345,0.48919624559589575
2025-11-26,0.4896025077379866,0.5117105176338584,0.5007181977600513
2025-11-27,0.5168015239499001,0.5233901386987551,0.48497750765483777
2025-11-28,0.527496581401413,0.4974400399567145,0.49286306670049046
2025-12-01,0.5274158465988594,0.496581822581161,0.4921153813954417
2025-12-02,0.47703288781633685,0.48064829296767203,0.4992662437159814
2025-12-03,0.4855664078553918,0.46592268127078074,0.5130098638168545
2025-12-04,0.385500088216821,0.47025588907568194,0.5098977627226109
2025-12-05,0.3456329220994233,0.4544670410622543,0.5028452754890368
2025-12-08,0.23467050034857523,0.4338797136487654,0.4859079215793397
2025-12-09,0.28193633053416783,0.4319772850778269,0.4608516151388725
2025-12-10,0.27376521027814504,0.43707207013808724,0.46593230313790174
2025-12-11,0.25748810883196804,0.4432493409025311,0.45543667260436405
2025-12-12,0.15053206321481133,0.4299891355972591,0.4286112988492433
2025-12-15,0.12371349627361074,0.45456716560341914,0.4549961822059886
2025-12-16,-0.011215634229355991,0.4328436676713306,0.4571740356935629
2025-12-17,-0.03839572738677986,0.42364105960095655,0.4485909137089566
2025-12-18,0.060219521089467126,0.29633674932638127,0.4464856624547861
2025-12-19,0.12355822655849116,0.2925499231700847,0.44936639445327664
2025-12-22,0.28097937168508713,0.25402575578379866,0.45289643561592635
2025-12-23,0.35947599513158435,0.28637582809551354,0.44773596476223515
2025-12-24,0.28528056916650624,0.2882373554451568,0.45020033460209713
2025-12-26,0.2358377325061412,0.29066361327361284,0.4499266118038826
2025-12-29,0.18188668260665855,0.23580101783899224,0.44663164933532695
2025-12-30,0.2296292034113806,0.19018918461788037,0.450655911780047
2025-12-31,0.3724143472368646,0.09171453409718586,0.4556596320309118
2026-01-02,0.42890817194103414,0.17803511763451946,0.4716775025834036
2026-01-05,0.24064909030053194,0.16552104131812792,0.43211566095917875
2026-01-06,0.2845089035948124,0.20448857539949436,0.4323117854875318
2026-01-07,0.5302614906333759,0.3226009294477733,0.42635994126170473
2026-01-08,0.48975176029157924,0.3419024357948003,0.4304733738156658
2026-01-09,0.4592343209918547,0.24888484944349848,0.42524910272554733
2026-01-12,0.3936650282744265,0.18859252854612296,0.42307511261987985
2026-01-13,0.4080773147928037,0.16144753631121653,0.38799574642803303
2026-01-14,0.1567919199931904,0.11978020095377241,0.37665280983884386
2026-01-15,0.07142354521636339,0.14969158428374466,0.36103424281243257
2026-01-16,0.10851811752978016,0.13282954541856845,0.3459027982455525
2026-01-19,0.20608299944442296,0.20621368515962685,0.36087506692818005
2026-01-20,0.2206291993038208,0.23644296154133843,0.3601100763917459
2026-01-21,0.20819512150989342,0.34611627030645126,0.3696982421670059
2026-01-22,0.3718433557778991,0.44574966338713873,0.4104250200469581
2026-01-23,0.3512201175505392,0.4264801286091057,0.4102122058668263
2026-01-26,0.3493128937203901,0.42267398455674915,0.4208336171532183
2026-01-27,0.37257657866005456,0.4390583125387334,0.4285550976334458
2026-01-28,0.3079054499918939,0.35167463899713836,0.41213034568153917
2026-01-29,0.27990221436054336,0.32041668059444844,0.3882458695243586
2026-01-30,0.20520077188624328,0.3357572973695108,0.39014909155559874
2026-02-02,0.34469644878501604,0.331804819303212,0.3052637544628274
2026-02-03,0.34402492170678944,0.3243939729248684,0.30453026731596705
2026-02-04,0.27154606963166733,0.27706187278028604,0.26093074493822815
2026-02-05,0.333151658781453,0.31170666719486706,0.29776862871958143
2026-02-06,0.3449523537677556,0.29608717326523654,0.28956251121575055
2026-02-09,0.34828181602314856,0.28639560732908287,0.28713208538995605
2026-02-10,0.3350426882835462,0.28567032552475996,0.2611243622516899
2026-02-11,0.3761917007255344,0.28054712377550667,0.24697867082260416
2026-02-12,0.4625510232790029,0.30451582581577924,0.23194488212514683
2026-02-13,0.4495862172520624,0.2706173425468431,0.23499493554420767
2026-02-16,0.4001060213954162,0.34920579561098025,0.26868158735188324
2026-02-17,0.44510974385590657,0.3806543482599403,0.3012088249097803
2026-02-18,0.450570530051807,0.37794324227723664,0.34365142993625286
2026-02-19,0.39323687617390674,0.41185338002211436,0.37988070298775695
2026-02-20,0.43690250657963287,0.4472819959503972,0.36708464307154626
2026-02-23,0.3774027987566188,0.4151226715491537,0.32885451584372605
2026-02-24,0.34891933595199864,0.41825789755372345,0.32543864021292035
2026-02-25,0.4694553722762914,0.45568486557059684,0.34482575710504365
2026-02-26,0.4855578648389891,0.5143602638206707,0.36782748322711034
2026-02-27,0.48299971139458425,0.5037392413933112,0.3578142208292944
2026-03-02,0.5442065290631615,0.5064700003200615,0.37711621643759907
2026-03-03,0.6775756045996724,0.641375377751452,0.5044193375470322
2026-03-04,0.7618052347682717,0.65485313470504,0.5346283728480311
2026-03-05,0.7311767986933945,0.6116553533167061,0.5311828112486834
2026-03-06,0.7527597628564326,0.6382309886312393,0.5550338843351218
2026-03-09,0.7726091785989239,0.6595174703439359,0.5804494763038505
2026-03-10,0.8187460403236717,0.6972397397129596,0.6208126287132124
2026-03-11,0.8406774709317656,0.7299248179265455,0.6180544314658879
2026-03-12,0.7806448077489532,0.6895349701084734,0.5984215742531076
2026-03-13,0.7875687267177326,0.6963322741241729,0.6122120054104421
2026-03-16,0.7831930933152734,0.6987622722692886,0.6072926086837769
2026-03-17,0.7762450897152346,0.7033527259887187,0.611315743340942
2026-03-18,0.7872470856329267,0.7468793332330174,0.6108840295073219
2026-03-19,0.8103197489893043,0.7860926556920864,0.6519341201415789
2026-03-20,0.7931453329718702,0.7797469634455597,0.6506949699868106
2026-03-23,0.7572347093725065,0.7350022082237204,0.61776508614531
2026-03-24,0.7532089871317704,0.734825810238862,0.6119369698559644
2026-03-25,0.7795116140648036,0.7668488155398258,0.6278402803825854
2026-03-26,0.7213071547851349,0.7292454675188697,0.6084272536607535
2026-03-27,0.7126802351888011,0.7280442882339663,0.6073233467493327
2026-03-30,0.7091160925105597,0.7264102352788248,0.638745383395788
2026-03-31,0.6910983463728849,0.7243776492219728,0.6448384277367902
2026-04-01,0.760872804137087,0.772539859473541,0.6856340960254781
2026-04-02,0.776912315241633,0.7711081378438321,0.6858970981390704
2026-04-03,0.7674713108694367,0.7694036516587256,0.6906810408663748
2026-04-06,0.7513989625355193,0.779933311179686,0.6904463819185471
2026-04-07,0.7110759864602493,0.779472534367787,0.6903390364183047
2026-04-08,0.8190815912452867,0.8484885449876063,0.7552594070282466
2026-04-09,0.8600388275417927,0.8475553752298014,0.7690434409966511
2026-04-10,0.8556854117262053,0.8504780177795264,0.7693479308786312
2026-04-13,0.8503329141186657,0.8427597081579776,0.7633737257092118
2026-04-14,0.8456912267186061,0.8281798792114121,0.7670710090611159
2026-04-15,0.8440407381331427,0.8266323320415673,0.7695698222120213
2026-04-16,0.8047860652638096,0.8325037257820449,0.7612447361555881
2026-04-17,0.8089850703031469,0.8298202672373233,0.7655325962740271
2026-04-20,0.8644380069828865,0.8226239054145074,0.7661906338105038
2026-04-21,0.8664936148273265,0.8061287862472718,0.7615284758321839
2026-04-22,0.8592365713848585,0.8013752686113584,0.7704121550807619
2026-04-23,0.9021686266102453,0.8354446415453404,0.7726217932153039
2026-04-24,0.9137409303361593,0.8370524492965616,0.7760233918305894
2026-04-27,0.9068122252737668,0.8354859384653179,0.7758171070486881
2026-04-28,0.9105139556838185,0.8374217357517513,0.7783282694376421
2026-04-29,0.8934685828703612,0.8378131348521429,0.7956260952665971
2026-04-30,0.8931385443071886,0.8138129575067785,0.7986733121115562
2026-05-01,0.8669588911128093,0.7979625093219228,0.7888644628574241
2026-05-04,0.8671934565819026,0.8445621984686015,0.7917878701267956
2026-05-05,0.8716412611255354,0.8565687694643477,0.7938671529387653
2026-05-06,0.7036998650783929,0.821532330437096,0.7801711172966829
2026-05-07,0.6229868777035584,0.8295783916264052,0.7732258548756861
2026-05-08,0.6253685434626177,0.8377066112698834,0.7750553539729063
